City,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
Santa Fe,87507,NM,Santa Fe,Santa Fe,351,180.572049594701,177.99145299145303,177.93189670849202,177.872340425532,173.91640736691602,174.923284963853,180.85714285714297,173.453996983409,180.608365019011,180.021676773763,172.938369735152,159.783677482793,162.06210414214502,165.1277697967,160.183066361556,155.963827838828,160.183066361556,166.53127856863,165.417700578991,162.412993039443,162.412993039443,156.385281385281,150.69230769230802,149.05808477237,147.727791336786,143.45773381295,142.39759344598102,142.721217887726,143.055555555556,143.055555555556,141.218637992832,143.055555555556,147.458054994563,146.945088940449,147.662579863636,146.945088940449,144.979508196721,155.381944444444,149.02821563682198,143.312101910828,164.59931290895798,157.463317029791,153.906866614049,154.492038617239,153.076923076923,153.076923076923,151.196716007442,153.076923076923,153.535884218874,153.535884218874,153.321410219353,156.15141955836,156.625775159403,155.720447776523,155.720447776523,155.720447776523,159.201898901681,158.437941873872,158.454944178628,159.01515151515198,158.42552517577,155.532503457815,155.532503457815,156.078431372549,156.424982053123,165.8155046661,165.91148638252,171.822792120992,168.702091301698,174.76625111309,165.285683070951,171.764132553606,175.046606874884,160.10605894377,166.64915966386602,168.71165644171802,178.521825396825,178.57142857142898,179.433689363596,180.83881578947398,177.21005677210098,175.63287776053699,167.388358985476,165.285445451641,174.943566591422,178.725895316804,173.647469458988,173.801382931632,173.801382931632,170.509452840612,169.391759319817,168.562221120476,165.88822871982
Morgantown,26505,WV,Morgantown,Monongalia,353,147.394439459802,146.10110455629498,146.711726887335,143.098958333333,143.975949754902,142.76190476190501,143.496336996337,146.891878996946,147.32190289634198,147.916666666667,152.28640940933002,147.560784839546,154.08512910114501,154.803921568627,151.714005876592,150.82074893497298,145.833333333333,143.43336818672398,140.486578514748,140.22869022869,141.403115719273,141.13302937671003,141.62976085031,148.48484848484802,148.356668638664,138.541666666667,137.310606060606,136.811023622047,144.886363636364,141.62976085031,138.888888888889,138.888888888889,139.675383228133,140.625,140.33264033264,140.004011780387,138.91487371375098,146.14711033275,150.16694490818,148.811361836896,148.225412984818,149.916666666667,156.654991243433,156.786769419557,155.766971279373,156.91854759568199,162.03703703703698,154.827586206897,153.495762711864,156.612961243997,154.083333333333,147.726329631794,150.77102592216298,148.206896551724,152.285714285714,152.777777777778,148.342059336824,161.141304347826,149.554419085008,143.35883424408001,146.137931034483,142.258802816901,142.51760563380302,146.137931034483,148.02631578947398,147.286379547443,147.862232779097,150.232348111658,148.700305810398,148.25,147.473727422003,154.427083333333,142.865485898743,137.016129032258,144.675925925926,134.25925925925898,141.048590746171,135.871823069404,137.90583114217898,151.420454545455,148.55687606112102,147.807849795266,147.058823529412,146.859083191851,146.859083191851,146.859083191851,147.283531409168,149.408783783784,140.112452651515,146.30681818181802,132.890070921986,134.94318181818198,139.165009940358
Deerfield Beach,33442,FL,Miami-Fort Lauderdale,Broward,354,79.54115365593358,84.9574885546109,83.5983263598326,79.1096855446815,80.4372307625025,80.9352517985612,79.0476190476191,75.14203073349421,74.1304347826087,73.0487804878049,71.3436385255648,68.695652173913,66.5555555555556,67.0731707317073,66.9512195121951,68.3333333333333,70.0,70.609756097561,69.23076923076921,70.609756097561,72.1294559099437,71.9038461538462,71.25603864734299,71.8181818181818,71.9424460431655,71.7391304347826,70.8803096466852,72.20289546589859,70.91902632886242,68.0909090909091,70.96069868995629,71.82926829268291,74.5454545454545,74.7123407992973,81.5454545454545,79.5893719806763,82.86690647482008,79.5,80.8636363636364,82.5261158594492,84.0731707317073,85.5288,83.99604743083,91.01054087277201,88.9286730532107,87.5,83.7293661971831,82.0048309178744,88.84934756820878,87.08378970427161,83.0686890243902,97.2162556920698,92.58597285067871,105.09708737864099,101.73913043478301,101.769911504425,105.75775582746799,105.34263652312201,104.714683007446,98.7529691211401,96.31038647343,103.048780487805,107.87922705314001,102.402397549445,110.530973451327,108.60869565217399,111.07002233743401,110.61486693178301,118.09090909090901,106.666666666667,116.583333333333,119.230769230769,114.16846535722,112.03812640983699,115.335664335664,116.464859437751,115.230769230769,116.887080366226,121.904761904762,127.596363636364,134.715025906736,127.70731707317101,123.029848484848,120.731707317073,119.640718562874,122.340495736874,120.691940615058,120.38743664977301,120.731707317073,123.26086956521699,119.939959839357,125.71519499749701,122.792207792208
Burlington,27215,NC,Burlington,Alamance,358,83.0324909747292,83.400826190701,82.6017718031541,81.6618087255856,81.8795180722892,81.3901715039578,81.8795180722892,80.990990990991,80.32490974729241,80.95667870036101,80.52338439522549,80.990990990991,79.87233464620401,78.71673999580979,79.20792079207921,79.0880873801666,79.7481271609681,80.2941176470588,80.64255431902491,80.990990990991,79.2164007203585,79.1378214338584,79.42499083706899,80.82847108923491,81.99541284403671,83.0,78.1191806331471,76.3566079937761,72.04694766969129,71.981981981982,69.5534547785145,70.4225352112676,71.8605324074074,71.7592592592593,72.7969348659004,73.3333333333333,71.69518849206351,71.4285714285714,76.63491268374409,77.2532188841202,77.6006711409396,77.6421434800743,76.60721650243771,77.03081232493,78.0881233346022,76.31610576923079,73.6969688146056,73.7704918032787,74.60035523978691,78.37837837837841,77.17584369449379,78.0208333333333,77.17584369449379,76.2063966625921,76.09668755595351,75.0,73.5642726827034,74.68468468468471,75.5608332104315,72.3801065719361,72.33407904548841,72.33407904548841,75.7220216606498,74.8357228195938,73.2682060390764,69.46693657219971,73.1974105130782,69.331854540566,73.2600732600733,70.8356139390622,71.4285714285714,73.2682060390764,74.00921651658291,74.62047833949549,75.55555555555559,75.6391299946184,68.47545219638239,73.36968290796601,70.7269155206287,76.42735163716229,76.5456778090554,76.71480144404329,76.9724182168057,76.0084115950813,78.125,79.5887281035796,90.1705115346038,90.8807103127565,84.09687738731859,82.07070707070709,80.5209131021405,87.42830204695379,90.1967270459765
Albuquerque,87123,NM,Albuquerque,Bernalillo,363,128.584558823529,131.561702621202,131.265375325365,128.541448058762,128.541448058762,132.165908522018,129.47882736156402,133.875598086124,133.524567978824,132.073398527634,127.38515037040001,127.38515037040001,126.901902978062,125.602986531489,122.504537205082,120.817843866171,118.134425431274,120.817843866171,118.828451882845,120.336669699727,121.15575014512,116.715328467153,116.347753654342,116.069699903195,108.76969242310601,108.09337701724002,103.84615384615401,103.41508419098601,103.46153846153798,114.71518987341801,111.244019138756,110.536234948329,108.28173374613002,114.447147175515,116.181563781447,117.051792828685,115.067178502879,113.40206185567,113.40206185567,111.607142857143,114.773629864972,115.92,118.421052631579,122.91052114061002,124.885215794307,117.380094652822,114.285714285714,111.31406240617399,109.542230818827,118.93004115226299,121.94541516698798,115.17857142857099,117.21153846153798,117.862789453201,114.329268292683,115.17857142857099,115.47619047619,115.47619047619,120.83720930232599,119.518817528216,124.234800393781,126.984537202254,117.879746835443,126.07626076260799,126.491862567812,122.047244094488,115.45724916708599,116.97560975609801,116.594361889565,115.62115621156201,116.38935108153099,114.821346528664,117.915568168085,120.891830421622,121.697554520966,122.65625,120.63998562226001,120.817843866171,116.789667896679,123.881578947368,124.772689208553,127.526134430567,129.98870586599898,122.37762237762199,123.88095790136101,122.683901365769,122.73615358477699,123.761467889908,120.751341681574,125.628491620112,128.59445719196998,131.205673758865,133.11132254995198
Springfield,65803,MO,Springfield,Greene,366,74.8863636363636,74.8863636363636,70.1226309921962,69.9526324614353,68.99171270718229,70.0738916256158,65.0277400362319,63.1296891747052,63.8173302107728,60.7064017660044,57.0683529163442,57.3770491803279,50.6939656273143,49.7262319561971,48.9767311849104,53.11182540618711,53.599987640588296,53.544061302681996,53.4654352859221,52.526315789473706,53.3393121078907,54.067460317460295,52.239618815253706,50.801744812059496,50.5505748439166,48.76011243658301,50.801744812059496,50.82223962411899,51.9345916970803,50.2989880404784,49.4223484042327,48.9304812834225,53.9153915391539,52.622061482820996,50.699465008675496,51.939345376845395,51.864801864801905,51.3605442176871,50.8928571428571,53.1703293459404,51.953125,51.9438244047619,52.967130943589495,53.100094286472796,53.100094286472796,53.935185185185205,52.9252811842256,55.32599908282471,52.6828645688295,54.133858267716505,57.2247706422018,57.2247706422018,59.2105263157895,58.8987217305801,59.2105263157895,58.793456032719796,57.513104711380606,56.96202531645571,54.3646304675716,51.922123015873005,53.630419220225896,55.6033120973854,56.8181818181818,56.8181818181818,56.8246506813869,55.3858784893268,56.8246506813869,52.5041506909855,52.2598870056497,54.5973824312334,52.900485436893206,53.8160361281527,60.71428571428571,63.473225547529005,64.1740645080364,65.2527177722055,67.5975443455464,68.3491761723701,69.8657611806067,68.21660041479429,68.1528662420382,60.728287820773,61.8336187688075,60.71428571428571,61.919504643962796,60.0360576923077,60.6036324786325,62.9255989911728,62.9938172474707,61.6110854976692,63.7147344263226,63.87867150746221,62.711864406779696
Palm Desert,92260,CA,Riverside,Riverside,367,178.09948032665199,175.525712412981,166.84155299055598,169.538670284939,163.211292456992,162.33766233766198,155.521755162242,153.14432947097998,149.89293361884398,143.953934740883,138.712241653418,136.376096491228,131.25,129.495706644144,126.510160707225,126.488095238095,124.333524339664,124.305555555556,117.29221239904,118.330908519274,118.825466520307,120.40656763096202,117.37373737373699,116.62855144426901,117.291666666667,118.546089254522,125.554941658222,126.882905159194,122.07993071022,115.784783677483,110.76388888888901,116.71359543251499,116.061332350049,116.746337815446,127.021091933436,129.72404332385202,130.847953216374,135.92,135.82427536231899,135.606060606061,136.554621848739,137.409551374819,136.667024627721,130.91054764702298,128.817644706213,139.631834215168,144.823232323232,144.904722452361,150.737652341244,150.821724721347,152.535569105691,158.465991316932,164.72792518685,163.528245787909,161.98419666374,162.495905438469,166.018878400888,166.111111111111,175.748273215656,170.826709062003,167.617037605526,165.238678090575,164.26991150442498,166.666666666667,170.051852738223,177.786561264822,191.174153934284,189.73894165452,191.97679083094602,174.231782265145,172.333858145276,172.546504169339,179.608585858586,184.551091269841,184.113584036838,184.439608269859,184.364419821484,177.478580171359,174.02173913043498,177.083333333333,184.766326603923,185.45712932259602,183.268858800774,181.869054280918,183.004746632457,177.755326642014,177.022427759642,181.996086105675,183.25604234006698,185.278435886636,191.442824251727,194.37851123595502,191.26699561403498
Salem,1970,MA,Boston,Essex,368,197.524752475248,193.14988290398102,187.982832618026,196.643518518519,196.85222520908002,192.60939915860598,192.60939915860598,187.324749642346,186.050275482094,192.805005213764,186.875,188.62416423391997,190.67796610169498,190.67796610169498,186.472819216182,184.02777777777803,187.375,189.837035798906,189.827429609446,189.931350114416,189.931350114416,186.907838983051,181.56221616712102,181.85253665498902,181.408028796529,183.561643835616,187.399459534368,182.07070707070702,176.914949815108,179.609086106709,180.214057592314,173.398328690808,179.27631578947398,180.860805860806,200.754005655042,197.83003535819302,191.852270705736,189.756729021483,192.199248120301,189.837600314074,189.22313652301798,184.097459917132,200.538510280257,191.43934810904,201.97368421052602,213.24904189984403,210.82344872023498,202.90556900726398,199.9,190.726577437859,212.061560216115,216.156015037594,216.17317887296298,216.363636363636,227.882037533512,226.383927883288,218.934911242604,217.872811284047,215.010015426059,207.77777777777803,206.97674418604697,195.13755598208598,207.09666037372102,210.52631578947398,215.2,221.37989778534902,225.451030927835,224.06384284837299,216.54632972322497,222.142592570466,218.649193548387,213.598074608905,222.57967210094898,221.39240506329102,228.237015362107,241.11113945361302,241.27111826226897,239.625468164794,249.137777777778,237.329042638777,223.482699943279,219.785212984755,230.26315789473702,228.082288816148,223.65728900255797,218.488214205111,234.006532076432,237.57631257631303,250.57208237986302,249.52642117558202,256.708595387841,251.212415130941,259.311314125088
Portland,97202,OR,Portland,Multnomah,371,252.435783879539,248.778756058158,246.19838094379398,236.887452880991,235.602094240838,233.032307088521,235.990776198542,246.56107071528,251.291607057701,251.03466261325698,246.898263027295,241.007194244604,238.568329718004,235.099299218348,220.979998409347,210.084033613445,201.26182965299702,216.62689804772202,208.75496031746002,216.494432989691,215.10841523301602,206.542699724518,192.837465564738,192.412110265813,177.804651533798,175.99765258216,185.946194225722,185.946194225722,201.94908697478002,218.724109362055,201.99619771863098,209.842001251081,202.261904761905,199.714985505606,193.298453608247,196.16712707182302,208.30731312908,214.592274678112,209.06699724424197,226.200988613438,232.212588786368,236.239495798319,251.411202778984,253.341685611857,232.33671104827005,221.08843537415,231.132356839873,223.315047021944,222.90278866248698,229.45677123182898,244.07039020657996,245.269796776454,249.158878504673,235.38834951456298,241.276911655531,261.51832460733,252.491797431946,240.730337078652,240.315934065934,258.364447952217,273.056177419209,267.790262172285,268.782383419689,268.782383419689,274.444927307206,270.895732117015,275.034387895461,293.150684931507,289.956681782555,290.409882056804,295.630930377,293.465314926861,284.875690607735,285.708608734439,309.072580645161,317.432470810668,336.54905817127604,346.222904274192,340.25787965616,346.30606860158304,329.538986909505,334.19335705812597,327.074719411906,327.074719411906,335.67146282973596,393.029350104822,393.029350104822,373.321487986846,341.426403641882,379.42333272804,394.635627530364,386.212624584718,386.18891806804703
Dallas,75219,TX,Dallas-Fort Worth,Dallas,373,185.076380728555,183.67244897959202,183.445181976711,177.392739273927,172.76277847689,173.274491035145,175.0,175.176056338028,171.02338381074,171.81129877693698,169.479306185575,164.53608247422702,160.979228486647,160.72018640387,166.14745586708202,165.98718695398998,166.583333333333,162.435956443246,164.305954050264,173.57894736842098,173.724396684707,176.0,171.50735294117598,176.0,170.54794520547898,178.47533632287,176.0,181.109185441941,173.166800966962,172.341592011945,169.647592659467,169.834487801724,170.651013874066,177.187302287777,186.477463095968,187.601957585644,184.79058561897702,180.70652173913,177.595628415301,170.833333333333,173.53470715835098,171.42199723884,172.87758204837,177.890376824307,178.18574514038897,176.05336547490398,177.9324055666,183.011190233978,185.290763968073,177.760727862431,179.22007203139302,181.975736568458,188.90243902439,188.457609805924,191.413772798074,192.30769230769198,198.35422840209702,208.5346215781,202.339872568746,199.58135666399102,208.762073770526,209.65855663310398,207.97153892018002,211.43847487001702,216.700393704731,219.52713378459,223.87152777777803,228.211805555556,227.78404071390202,226.536661997588,221.505017011917,227.430555555556,227.45195966514498,221.382289416847,223.09027777777803,226.258513473497,232.876712328767,240.176617295261,238.214904679376,236.160258472383,243.362831858407,240.324594257179,239.405613648872,234.842015371477,242.547660311958,246.309346027005,243.42235946331502,246.53379549393398,254.966887417219,255.61336596520098,252.226138203167,248.725212464589,248.710601719198
West Norriton,19403,PA,Philadelphia,Montgomery,374,165.55977229601498,165.594541910331,162.884451709507,151.80265654648997,153.281274539693,155.945419103314,153.605313092979,153.51812366737698,150.0,149.45652173913,149.253731343284,148.695400563607,146.96394686906999,142.890625,141.570141570142,137.992483969305,135.578747628084,136.095384743004,138.888194444444,138.230647709321,137.366255144033,138.238051814441,135.864470108696,135.835597826087,140.11246485473302,141.44144144144101,138.706654170572,136.259799592391,134.957825679475,133.084239130435,134.580018684919,132.53725391176098,124.48644539337499,123.011363636364,132.827324478178,132.352941176471,132.529210314263,135.10273972602698,137.5,135.379568884724,139.944361700207,139.944361700207,134.86410496719802,136.353036997367,134.668077328319,134.978015713015,134.978015713015,134.188034188034,134.188034188034,134.166666666667,133.189233797961,135.5848787097,135.611601144927,140.997284878864,135.611601144927,136.632160647572,133.333333333333,132.259576663646,132.890365448505,134.087301587302,130.774456521739,137.34510048943,141.296164772727,142.755102040816,143.671875,142.755102040816,136.865342163355,132.66267123287702,132.49458111752799,132.31015625,129.835687993465,129.008152173913,131.25,137.65306122449,131.655634957826,133.984375,139.596190611189,139.973958333333,137.205036023899,138.428991905813,136.62153376273898,139.62472406181,144.53125,148.359375,146.32965555374,144.204584478022,147.94307933893998,147.30878802361,145.434373778062,145.695364238411,144.974226804124,142.455482661668,143.149284253579
Naples,34112,FL,Naples,Collier,383,124.187380497132,124.020685155187,126.877174048078,124.92647058823499,115.619834710744,113.32858161083401,112.81179138321998,105.383781670872,105.289307117654,104.798453550395,104.91326062808201,103.485838779956,103.122229734806,95.65619223659891,93.3829611248966,93.5606223379381,90.0,90.8842297174111,95.6521739130435,95.44714373734709,95.929076447194,102.739726027397,95.9985857467872,95.1030731781531,95.4692556634304,95.96932405921171,96.4827586206897,96.03174603174601,95.5327020436013,95.8096590909091,94.65353733972391,95.5305867665418,94.87341772151899,94.7882337403743,103.93864013267,101.09811714948201,103.01731227897,98.49226672958771,100.88527279902,97.9302832244009,96.2935507783543,96.2935507783543,98.38255977496479,100.748564397047,111.784946236559,118.00986842105301,116.74078326713001,116.74078326713001,109.15338716735,113.265306122449,109.56466209144301,107.271418286537,103.84898341359,104.284236267871,109.289617486339,116.583333333333,122.21001530316799,124.814865418773,120.745783454708,123.881086142322,122.857142857143,122.857142857143,119.243421052632,121.198495001313,122.909948137671,129.69500924214398,126.65953109072399,115.43438077633999,115.257958287596,123.75,117.003367003367,120.45616535994301,125.905511811024,132.339969758065,117.79136246958001,116.37239165329099,116.37239165329099,118.45863197876801,116.98090146492399,119.498235939164,113.729519752467,123.307198859587,124.88591981508101,129.22819053558902,137.795275590551,141.684177705172,135.78889899908998,143.829331392999,134.159197337083,132.42375601926202,130.608656074148,127.16693418940599,131.918505942275
Fond du Lac,54935,WI,Fond du Lac,Fond du Lac,384,90.4252760740568,90.6648757555406,92.83819628647221,92.9356146597526,90.5330673034194,90.1856763925729,89.65153115100321,89.0167332667333,89.0167332667333,89.74174506548609,86.4488226814032,82.670906200318,81.5698221123552,81.5698221123552,79.9194089993284,79.2594684650458,80.08257784559991,80.08257784559991,79.2103187502784,78.1565656565657,77.04918032786891,79.9194089993284,77.5596877869605,72.79263963732791,70.3219315895372,71.07339266073392,73.0033745781777,73.0561970746728,76.3253277861826,75.5673222390318,77.294029615627,74.746192893401,74.67999654968709,74.67999654968709,74.746192893401,75.50942264257479,73.191094619666,68.36800808840279,73.1666666666667,79.3005671077505,80.1209625662209,82.16359508547009,82.675389902194,87.9017278564291,86.24849963063481,87.1212121212121,84.7058823529412,84.8087492572787,83.9460784313726,87.6608187134503,84.6805736636245,85.38961038961041,86.24007011938049,85.5478771454381,81.8918918918919,83.5978835978836,83.6908336908337,83.7837837837838,83.9919199692189,83.8484136310223,80.1120943952802,82.43386243386242,80.09266240723841,83.09037900874641,83.026706231454,81.15353371242891,81.3837127193401,80.657113396939,79.517161552987,79.517161552987,78.26522435897441,78.52564102564101,79.3322734499205,79.5363962059982,81.1358016704763,78.0208333333333,79.74051896207591,79.0190331213155,77.50404207194892,77.3453093812375,76.2006474715777,77.18894009216591,72.97077922077919,74.6931006796089,71.8394737618359,73.8829085289834,74.94226327944571,76.3725490196078,77.6127610603267,74.94226327944571,74.7327502429543,74.3938028457173,81.29454720363809
Pekin,61554,IL,Peoria,Tazewell,389,85.68980182996921,87.8021978021978,83.46129056718229,84.2261904761905,80.6972789115646,87.1386210390246,87.96771826852529,88.5629407669157,91.8550441806256,87.4472573839662,88.4252747825181,86.5178571428571,86.5178571428571,89.7416974169742,83.984375,81.7469204927212,87.4960913070669,82.41654445142821,71.99519230769229,72.11563439158509,74.3617021276596,74.2683098097044,69.5967553688142,67.72063933287,73.3511117788462,71.9551282051282,71.8422257566994,71.64471197670021,73.9940008942766,68.5619955979457,65.6882591093117,67.3115851759576,69.8768597351221,72.34726688102892,83.6820083682008,83.577806122449,86.6546049651173,86.44230769230771,86.73232908458859,84.7176079734219,82.78061224489801,85.7922551056745,82.7242524916944,83.3333333333333,85.3632478632479,83.3333333333333,79.93762993762991,83.18713450292401,81.0402435402435,85.39473684210529,85.9375,87.50764325646401,89.3382352941177,88.12754409769329,88.7460691823899,91.61545953344721,92.3290203327172,88.25364493996571,85.1325757575758,79.3551314381782,83.2407407407407,82.76048026048029,77.4047772756617,77.6220038594353,77.6388888888889,82.0171849887044,80.31914893617021,85.6377277599143,84.2261904761905,81.71875,80.04052936311,72.3309778456837,77.5901759264688,77.1354166666667,77.0089285714286,77.56696428571429,79.93197278911559,82.6048987617135,80.46875,79.4358974358974,79.0780677655678,77.0672866819622,76.63690476190479,74.6179412850244,78.4669299630232,78.9721455577377,78.7750151607035,79.8224852071006,79.8224852071006,84.0144230769231,81.93055555555559,79.4358974358974,80.46875
Brunswick,44212,OH,Cleveland,Medina,394,98.40921380542619,100.057868762905,97.95751633986929,101.25482625482599,101.25482625482599,103.81727795301599,104.182879377432,98.2391131995204,98.5207100591716,101.25482625482599,95.78684674104521,94.4903309288442,95.4198473282443,93.1314920773453,97.0588235294118,99.63348935794399,101.82646138490999,99.375,95.7391064533922,93.20679638602871,93.8219261053907,93.4035476718404,90.53955327686491,90.90338770388959,89.7142857142857,87.7730887794084,89.7410085110277,89.406779661017,88.13725490196079,85.2545981355505,87.9774465840148,84.6985536773367,84.4671201814059,82.74231678487,85.4740311893448,84.5846645367412,83.4409553295002,88.0661394680086,86.89758716831508,89.2146121948921,89.5775021517881,91.5233415233415,94.63383838383841,90.4204364023417,94.46265723738821,92.5572519083969,91.6988416988417,94.8082912309884,90.0706646294882,93.14054356482549,94.15554971662809,96.1146527294712,97.1789883268483,98.47670250896059,98.2089394897744,98.61445837305081,97.9411764705882,97.9411764705882,97.54901960784309,96.3740458015267,93.19526627218929,97.7132853141256,97.32824427480921,95.3289423877659,94.57671957671958,92.88917360666241,95.0126057454624,91.77140415214001,95.3333333333333,92.9910941475827,91.17499033567621,95.99420849420851,88.0540484070471,89.69570039484779,94.4656488549618,98.84583676834292,98.49877450980391,96.89349112426041,100.740740740741,95.047201770631,96.279943387988,101.947326704136,100.19083969465599,100.19083969465599,99.0957219487754,105.30604133545299,99.236641221374,98.6193293885602,99.236641221374,100.591715976331,103.274003401914,103.096330275229,110.907335907336
Spokane,99205,WA,Spokane,Spokane,396,141.124355670103,142.34693877551,143.827482462506,146.153846153846,146.319110576923,144.025157232704,143.229166666667,146.153846153846,141.402714932127,137.02809356204702,134.52259121451598,131.592768424332,129.60517241379299,120.614035087719,118.561584840655,113.057311704577,119.986212293865,118.97463249947201,117.399920120434,118.76414027149299,121.15902964959601,120.22315919374701,115.302491103203,110.987654320988,113.077679449361,113.221417290313,112.67184605886001,116.42456807898,118.398968129572,122.927689594356,115.00735495347601,116.71448555441401,121.35627530364401,119.284294234592,118.35106382978701,114.05975395430599,115.299411103944,112.045810626703,118.901406376555,118.518518518519,126.87969924812,125.930575970385,121.666666666667,121.55816435432199,118.64555848724702,119.284294234592,117.39594450373501,114.628820960699,116.402116402116,116.25085073217899,119.547382887189,115.452724358974,114.11789021164,122.23404255319099,124.434389140271,129.375,123.764397192122,127.38661814109699,120.232172470978,117.44719926538099,117.10794297352301,127.49255952381,129.375,132.437625433315,139.393939393939,136.363636363636,131.773399014778,131.812420785805,129.166666666667,118.768780881315,118.643717558113,121.840105459057,116.05415860735,122.00868983957199,125.24714910298401,130.281690140845,137.5,139.440035273369,135.964912280702,137.5,141.26712328767098,142.48021108179398,141.903171953255,141.701680672269,141.903171953255,141.279069767442,142.022388059701,162.28354978355,171.56652360515,165.32042198078997,166.01178781925302,160.613347950514,158.980825154489
Dublin,43016,OH,Columbus,Franklin,399,111.744022503516,108.85776894771601,109.284587478804,109.42332474226801,108.61801242236,108.083775642221,107.18789544352501,108.73180873180901,106.288819875776,106.013392857143,105.10123744212,104.083333333333,98.03779069767441,95.169013387444,94.67040673211781,98.10659186535759,98.359375,97.9939399121171,99.48798328108671,98.10659186535759,101.395445452804,98.7925356750823,98.8387293173841,98.9162250146761,94.1304347826087,94.1304347826087,96.20320855614972,94.8080095005608,95.40155898851549,98.05402225545392,97.0496894409938,102.883031301483,106.206421642065,105.879725247394,101.03448275862101,100.08237232290001,99.47414548641541,97.2830850131464,97.55023606354371,104.35301132975599,102.89522058823499,102.50636312217199,105.992268041237,107.19709079283899,102.320626870635,100.102145045965,95.6953740933459,100.54347826087,109.03931802365999,108.304377756144,104.73602484472099,104.266293224653,107.001647446458,104.266293224653,108.61801242236,117.20257644562,108.627737289039,112.449799196787,105.779944289694,108.529386105214,107.86699107866998,111.169806912313,114.910714285714,114.797794117647,107.17905405405399,104.19377971703899,106.870229007634,105.001502704869,113.443501563198,113.78830083565501,117.22272317403099,107.065217391304,100.854037267081,108.07453416149099,105.19078814,112.898989367302,106.27837116154899,106.18224299065399,106.18224299065399,106.18224299065399,111.54918864097401,105.989655172414,107.947263017356,113.54231366459601,108.519075655625,112.5,116.862858487711,113.732928679818,111.315086782376,115.56393740973199,116.77061677061701,121.222888183904,118.35311739374599
Beaumont,92223,CA,Riverside,Riverside,399,100.21551724137899,99.85632183908051,100.694444444444,102.899908281132,98.75467106009759,96.3025034719144,93.39044540229891,93.5981031416716,95.7264957264957,96.5277777777778,97.11446360153259,94.34944237918221,91.850031467943,89.09261871180071,84.465172579895,84.2967244701349,86.20689655172409,86.20689655172409,91.67842031029622,97.50453720508172,91.917502787068,88.5362694300518,92.24683544303801,100.502873563218,93.39080459770109,93.39080459770109,93.39080459770109,96.3913948646773,96.2433546707172,95.7383767295927,96.358319343778,99.2547425474255,100.649350649351,105.920645417863,108.66187637704999,110.281923898657,109.78099185613002,111.784505761956,117.21719980971201,122.039669451025,126.93935119887199,130.29059829059798,133.050847457627,131.946968179348,133.31357439241302,133.954388984509,133.954388984509,134.904002535009,133.441091954023,132.90229885057502,136.227451664341,138.469284994965,138.93577494692101,138.969962162257,139.300533491405,141.06683804627198,144.749066777271,141.011281224819,140.996708979784,143.65329699558,143.59134632079702,143.84644445946302,143.504531722054,145.228215767635,146.298505711156,146.180228982663,149.350649350649,149.29598057351402,149.350649350649,150.790229885057,152.387053270398,153.82335506816798,154.308645080486,155.30516090202,154.611702355003,154.25411959725,153.898047271563,154.563297350343,157.053941908714,155.054066760696,157.60135135135098,157.149534593222,159.37940761636102,157.498824635637,155.503861424879,156.555197421434,156.297548605241,162.08726415094299,163.85400931520599,165.624118199438,171.12832208387,171.12832208387,168.05728518057302
